Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
This Standard 1500 Sq Ft Apartment Is For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,1500,3,3,200000,1001-1500
Pursue This Nice 1500 Sq Ft Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,1500,3,3,200000,1001-1500
Visit This Modern 1500 Sq Ft Ready Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,1500,3,3,200000,1001-1500
"Start A New Home, In This 1400 Sq Ft Flat For Rent In Baitul Aman Housing Society, Adabor",Adabor,Dhaka,Apartment,1400,3,4,25000,1001-1500
"900 Square Feet Decent Apartment Is For Rent In Mohammadpur, Tikka Para Road",Mohammadpur,Dhaka,Apartment,900,3,2,22000,501-1000
"Grab This 1200 Sq Ft Flat Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,25000,1001-1500
"1200 Sq Ft Apartment Is Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,25000,1001-1500
1800 Sq Ft Standard Apartment Is Ready For Rent In Banani,Banani,Dhaka,Apartment,1800,3,4,120000,1501-2000
"Grab A 1250 Sq Ft Flat For Rent At Hill View R/A, Bayazid",Bayazid,Chattogram,Apartment,1250,3,3,20000,1001-1500
"At Bayazid, A Suitable Flat Is Up For Rent Which Is 1200 Sq Ft",Bayazid,Chattogram,Apartment,1200,3,3,20000,1001-1500
"At Aftab Nagar, A 1400 Sq Ft Well Fitted Residential Property Is On Rent",Aftab Nagar,Dhaka,Apartment,1400,3,3,22000,1001-1500
"A Relaxing 1400 Sq Ft Residential Property Is Up For Rent At Block L, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1400,3,3,22000,1001-1500
1200 Square Feet Residential Flat For Rent In Uttar Badda,Badda,Dhaka,Apartment,1200,3,3,20000,1001-1500
"900 Sq Ft Flat Is Up For Rent In Lalbagh, Haronath Ghosh Road",Lalbagh,Dhaka,Apartment,900,3,2,26000,501-1000
800 Sq Ft Cozy Apartment Is Available For Rent In East Rampura,Rampura,Dhaka,Apartment,800,2,2,16000,501-1000
Offering You 1750 Sq Ft Flat For Rent In Agargaon,Agargaon,Dhaka,Apartment,1750,4,4,30000,1501-2000
"1400 Sq Ft Modest Apartment For Rent In Shantinagar, Jonaki Lane",Shantinagar,Dhaka,Apartment,1400,3,4,35000,1001-1500
"Get This Well Defined 1540 Sq Ft Flat For Rent In Block E, Banasree",Banasree,Dhaka,Apartment,1540,3,3,25000,1501-2000
"1200 Square Feet Apartment Is For Rent In Uttara, Sector 10",Uttara,Dhaka,Apartment,1200,3,3,25000,1001-1500
"View This 1700 Square Feet Flat For Rent In Banasree, Block F",Banasree,Dhaka,Apartment,1700,3,4,30000,1501-2000
"Dwell In This 1700 Square Feet Flat For Rent In Banasree, Block F",Banasree,Dhaka,Apartment,1700,3,4,30000,1501-2000
"This Wonderful Full Furnished Flat Is Set For Rent With An Amazing Floor Plan Which Is 2700 Sq Ft In Block K, Baridhara",Baridhara,Dhaka,Apartment,2700,3,3,130000,2501-3000
1170 Sq Ft Nice Apartment For Rent In Shiddheswari Lane,Shiddheswari,Dhaka,Apartment,1170,2,2,32000,1001-1500
Check This Apartment Up For Rent At Cosmopolitan R/a Near Jamia Ahmadia Sunnia Alia Madrasah.,7 No. West Sholoshohor Ward,Chattogram,Apartment,1400,3,4,22000,1001-1500
"Take A Look At This 1450 Sq Ft Well Defined Flat Which Is Up For Rent In Polytechnic, Bayazid",Bayazid,Chattogram,Apartment,1450,3,3,20000,1001-1500
"Lovely Apartment Of 1250 Sq Ft Is Up For Rent In Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1250,3,3,20000,1001-1500
"Perfect For A Family Home, This Apartment Of 1250 Sq Ft Is Up For Rent In Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1250,3,3,20000,1001-1500
Pursue This 1050 Sq Ft Apartment Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1050,2,2,19000,1001-1500
"800 Sq Ft Cozy Flat To Rent In Bashundhara R-a, Block E",Bashundhara R-A,Dhaka,Apartment,800,1,1,20000,501-1000
Live In This 1200 Sq Ft Apartment Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1200,3,2,23000,1001-1500
"1000 Sq Ft Flat With 3 Bedrooms Is For Rent At Bayazid, Green Valley",Bayazid,Chattogram,Apartment,1000,3,2,15000,501-1000
1300 Square Feet Nice Apartment Is For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1300,3,3,24000,1001-1500
900 Sq Ft Nice Flat Is Now Vacant To Rent In Uttara Close To Uttara Thana,Uttara,Dhaka,Apartment,900,2,2,21000,501-1000
"900 Sq Ft Flat For Rent In Ramna Residential Area, Double Mooring",Double Mooring,Chattogram,Apartment,900,2,2,15000,501-1000
"Lovely Apartment Of 1500 Sq Ft Is Up For Rent In Block G, Bashundhara R-A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,25000,1001-1500
"At Aftab Nagar , A Suitable Flat Is Up For Rent Which Is 1285 Sq Ft",Aftab Nagar,Dhaka,Apartment,1285,3,3,23000,1001-1500
"Be The Resident Of This Beautiful Flat Of 1000 Sq Ft Which Is Vacant Now For Rent At Block C, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1000,3,3,20000,501-1000
"Reside Conveniently In This Well Constructed 1000 Sq Ft Flat For Rent In Block C, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1000,3,3,20000,501-1000
"Meet With A Fascinating 1285 Sq Ft Ready Flat For Rent In Block C, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1285,3,3,23000,1001-1500
"A Perfect Flat Of 1285 Sq Ft For Living With Family Is Available For Rent At Block C, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1285,3,3,23000,1001-1500
"Grab A 1000 Sq Ft Flat For Rent At Block C, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1000,3,3,20000,501-1000
"Reside In This 1350 Square Feet Apartment For Rent In Adabor, Baitul Aman Housing Society",Adabor,Dhaka,Apartment,1350,3,3,20000,1001-1500
850 Sq Ft Nice Flat For Rent At Bayazid,Bayazid,Chattogram,Apartment,850,2,2,13000,501-1000
Rent This 1300 Square Feet Apartment In Shyamoli,Shyamoli,Dhaka,Apartment,1300,3,3,25000,1001-1500
"1300 Square Feet Apartment Is For Rent In Shyamoli, Mohonpur Road",Shyamoli,Dhaka,Apartment,1300,3,3,26000,1001-1500
"Reside In This 1240 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1240,3,3,18000,1001-1500
"All Set For Rental Purpose This 1150 Sq Ft Flat In The Location Of Middle Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1150,3,3,16000,1001-1500
South Khulshi Is Offering A 1650 Sq Ft Flat For Rent To Pick It For Your Next Home.,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
A 1650 Sq Ft Flat Is Up For Rent In A Well Secured Location Of South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Check This Fine Looking Flat Of 1650 Sq Ft Offered For Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Acquire This 1600 Sq Ft With 3 Bedrooms Flat Which Is Up For Rent In Chasma Hill R/A -7 No. West Sholoshohor Ward.,7 No. West Sholoshohor Ward,Chattogram,Apartment,1600,3,4,25000,1501-2000
"An Apartment Is Up For Rent In Nikunja 2, Near Rupali Bank Limited",Nikunja,Dhaka,Apartment,700,2,2,20000,501-1000
2500 Sq Ft Amazing Apartment Is Ready To Rent At Katalganj Residential Area,16 No. Chawk Bazaar Ward,Chattogram,Apartment,2500,4,4,46000,2001-2500
Property In Tejgaon – 2350 Sq Ft Flat For Rent,Tejgaon,Dhaka,Apartment,2350,4,4,50000,2001-2500
"1250 Sq Ft Great Apartment Is Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1250,3,3,23000,1001-1500
"1220 Sq Ft Nicely Planned Apartment Is Available For Rent In Block F, Banasree",Banasree,Dhaka,Apartment,1220,3,3,20000,1001-1500
"Checkout And Grab This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
"1050 Sq Ft Nicely Planned Apartment Is Available For Rent In Kallyanpur, Mirpur",Mirpur,Dhaka,Apartment,1050,3,2,16000,1001-1500
"1400 Sq Ft Apartment Is Ready For Rent In The Great Location Of Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1400,3,3,22000,1001-1500
"1588 Sq Ft, Apartment For Rent In Double Mooring Near Halishahar H-block Jame Mosjid",Double Mooring,Chattogram,Apartment,1588,3,3,22000,1501-2000
For Rent Covering An Area Of 1000 Sq Ft In Raufabad Residential Area Nearby Amin Jute & Textile Mills Complex,Bayazid,Chattogram,Apartment,1000,2,2,12500,501-1000
"Find Your Desired Home At This 1150 Sq Ft Well Featured Flat For Rent At Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1150,3,3,16000,1001-1500
A Budget Friendly Lovely Residence Is Now Up For Rent In Shiddheswari Which Is 1400 Sq Ft,Shiddheswari,Dhaka,Apartment,1400,3,3,33000,1001-1500
A Modern Flat Of 1400 Sq Ft Is Ready For Rent In Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
"Dwell In This 1400 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block K",Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
"Reside In This 1400 Sq Ft Apartment Up For Rent In Aftab Nagar, Block K",Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
"Rent This 1400 Sq Ft Apartment In Aftab Nagar, Block K",Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
"View This Amazing 1400 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block K",Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
"Get This 1400 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block K",Aftab Nagar,Dhaka,Apartment,1400,3,4,23000,1001-1500
1600 Sq Ft Apartment For Rent In The Great Locality Of Shiddeswari Road,Shiddheswari,Dhaka,Apartment,1600,3,4,40000,1501-2000
"Here Is A Well Defined Flat Of 720 Sq Ft Waiting For Rent At Dhaka Housing Main Road, Shyamoli",Shyamoli,Dhaka,Apartment,720,2,2,17000,501-1000
"720 Sq Ft Nicely Planned Apartment Is Available For Rent In Dhaka Housing Main Road, Shyamoli",Shyamoli,Dhaka,Apartment,720,2,2,16000,501-1000
"Get Ready To Rent This Ideally Maintained 1250 Sq Ft Apartment Located In Pallabi, Mirpur",Mirpur,Dhaka,Apartment,1250,3,3,23000,1001-1500
Get A Look At This Lovely Flat For Rent Featuring 1300 Sq Ft In Shyamoli,Shyamoli,Dhaka,Apartment,1300,3,3,24000,1001-1500
"Excellent Full Furnished Apartment Of 1400 Sq Ft Is All Set For Rent In The Fine Location Of Nasirabad, Bayazid",Bayazid,Chattogram,Apartment,1400,3,3,70000,1001-1500
Take Rent This 1300 Sq Ft Nice Flat For Living A Pleasant Life In Shyamoli,Shyamoli,Dhaka,Apartment,1300,3,3,27000,1001-1500
"An Amazing 1,120 Sq Ft Apartment Is Up For Rent In Hatirpool Nearby Nasir Trade Centre.",Hatirpool,Dhaka,Apartment,1120,3,2,28000,1001-1500
"An Apartment Is Ready For Rent At Cosmopolitan R/a, Near Rupali Bank Limited.",7 No. West Sholoshohor Ward,Chattogram,Apartment,1800,3,4,28000,1501-2000
850 Sq Ft Flat With 2 Bedrooms For Rent At Bayazid,Bayazid,Chattogram,Apartment,850,2,2,13000,501-1000
"Reside In This 1200 Square Feet Apartment Up For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,25000,1001-1500
"Grab This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,25000,1001-1500
"Dwell In This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,25000,1001-1500
"A 1250 Sq Ft Flat Is Up For Rent In A Well Secured Location Of Bochila, Mohammadpur",Mohammadpur,Dhaka,Apartment,1250,3,3,16000,1001-1500
"Well Built And Lovely Flat Of 1430 Sq Ft Is Unoccupied For Rent At Hill View R/A, Bayazid",Bayazid,Chattogram,Apartment,1430,3,3,20000,1001-1500
"Very Well Designed 1500 Sq Ft Residential Flat Is Unoccupied For Rent At Hill View R/A, Bayazid",Bayazid,Chattogram,Apartment,1500,3,3,20000,1001-1500
Have A Look At This 1500 Sq Ft Property Which Is Up For Rent Located At Baitul Aman Housing Society,Adabor,Dhaka,Apartment,1500,3,3,22000,1001-1500
"Visit This 1200 Square Feet Residential Flat For Rent In Uttar Badda, Progati Sarani",Badda,Dhaka,Apartment,1200,3,3,20000,1001-1500
"Looking For A Perfect Family Home To Rent In Shyamoli, Check This 1300 Sq Ft Well Featured Flat.",Shyamoli,Dhaka,Apartment,1300,3,3,24000,1001-1500
"Checkout This 1300 Square Feet Apartment Up For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1300,3,3,25000,1001-1500
"Visit This 1300 Sq Ft Apartment Available For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1300,3,3,25000,1001-1500
"Checkout This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
"Settle Down In This 1200 Sq Ft Apartment Up For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
"1200 Sq Ft Apartment Is Ready For Rent In Mirpur, Kallyanpur",Mirpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
Grab This 1000 Sq Ft Apartment Ready For Rent In Mirpur,Mirpur,Dhaka,Apartment,1000,2,2,18000,501-1000
Grab This 1600 Sq Ft Apartment Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1600,3,3,28000,1501-2000
Explore This 1600 Sq Ft Apartment Ready To Rent At Chandgaon Residential Area,4 No Chandgaon Ward,Chattogram,Apartment,1600,3,3,28000,1501-2000
"1000 Square Feet Apartment For Rent In Mohammadpur, Tajmahal Road",Mohammadpur,Dhaka,Apartment,1000,3,2,30000,501-1000
"Reside Conveniently In This Well Constructed 1700 Sq Ft Flat For Rent In Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1700,3,3,30000,1501-2000
1300 Square Feet Apartment With Great Rooms Is For Rent In Adabor,Adabor,Dhaka,Apartment,1300,3,3,20000,1001-1500
We Are Offering You A Very Spacious 6000 Sq Ft Full Furnished Flat For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,6000,4,5,400000,
"Get This Well Defined 720 Sq Ft Flat For Rent In Haji Chinumia School Road, Mohammadpur",Mohammadpur,Dhaka,Apartment,720,2,2,16000,501-1000
A Beautifully Constructed Apartment Of 1650 Sq Ft Is Vacant Right Now For Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Find Your Desired Home At This 1650 Sq Ft Well Featured Flat For Rent At South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
We Bring You A Beautiful And Distinct Flat Of 1650 Sq Ft For Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
A Rightly Planned Apartment Is Now Vacant For Rent In South Khulshi Which Is 1650 Sq Ft,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Well Built And Lovely Flat Of 1650 Sq Ft Is Unoccupied For Rent At South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Very Well Designed 1650 Sq Ft Residential Flat Is Unoccupied For Rent At South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Ready Apartment Of 1650 Sq Ft Is Now Available To Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
A Comfortable 1650 Sq Ft Flat Is Here For Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
Plan To Move In This 1650 Sq Ft Flat Which Is For Rent In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
"This 1650 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At South Khulshi",Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
This Beautiful Flat Of 1650 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In South Khulshi,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
"Visit This 1500 Sq Ft Apartment For Rent In Uttara, Sector 5",Uttara,Dhaka,Apartment,1500,3,3,45000,1001-1500
Eminent Apartment Of 1250 Sq Ft 3 Bedroom Is Vacant For Rent In Bayazid Nagar R/a,Bayazid,Chattogram,Apartment,1250,3,3,17000,1001-1500
"In A Peaceful Location Of Bayazid Nagar R/a, A Fantastic Flat Of 1200 Sq Ft Is Waiting For Rent",Bayazid,Chattogram,Apartment,1200,3,3,17000,1001-1500
Offering You A 3 Bedroom Nice Flat For Rent In Mirpur Near Zhilpar Jame Masjid,Mirpur,Dhaka,Apartment,1200,3,2,16000,1001-1500
Check This Apartment Up For Rent At Nikunja 2 Near Khilkhet Nikunja 2 Jame Masjid.,Nikunja,Dhaka,Apartment,750,2,2,18000,501-1000
A Flat For Residential Purpose In The Hub Of Mirpur With 1450 Sq Ft Close To Ibn Sina Is Up For Rent.,Mirpur,Dhaka,Apartment,1450,3,3,21000,1001-1500
"1250 Sq Ft Apartment Is Ready For Rent In Mirpur, Ahmed Nagar",Mirpur,Dhaka,Apartment,1250,3,3,18000,1001-1500
A Rightly Planned 1580 Sq Ft Flat Is Found For Rent In Kakrail,Kakrail,Dhaka,Apartment,1580,3,3,35000,1501-2000
You Can Take Rent This Lovely Apartment Of 1250 Sq Ft To Live A Relaxed Life At Hill View R/A,Bayazid,Chattogram,Apartment,1250,3,3,17000,1001-1500
Grab This 1250 Sq Ft Ready Flat For Rent At Bayazid,Bayazid,Chattogram,Apartment,1250,3,3,17000,1001-1500
Reasonable 1850 Sq Ft Flat Is Available For Rent In Kakrail Near To Willes Little Flower School & College,Kakrail,Dhaka,Apartment,1850,3,4,40000,1501-2000
"A Nicely Constructed Apartment Of 720 Sq Ft Is Available Right Now For Rent In Aziz Moholla, Mohammadpur",Mohammadpur,Dhaka,Apartment,720,2,2,15500,501-1000
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1100 Sq Ft Space In Aziz Moholla, Mohammadpur",Mohammadpur,Dhaka,Apartment,1100,3,3,21000,1001-1500
Ready Flat Of 1300 Sq Ft Is Now For Rent In Rampur Nearby Bashundhora Model School And College,Double Mooring,Chattogram,Apartment,1300,3,3,16000,1001-1500
At Halishahar 850 Square feet flat is available for rent close to Halishahar Godown,Halishahar,Chattogram,Apartment,850,3,2,14000,501-1000
"A Nicely Constructed Apartment Of 1350 Sq Ft Is Available Right Now For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,1350,3,3,25000,1001-1500
We Got A 1650 Sq Ft Flat For Rent In This South Khulshi Area Which Is Very Affordable And Lovely.,Khulshi,Chattogram,Apartment,1650,3,3,35000,1501-2000
An Apartments Of 6200 Sq Ft Is Available For Rent In The Most Prime Location Of Gulshan 2,Gulshan,Dhaka,Apartment,6200,4,5,500000,
1250 Sq Ft Apartment With Modest Home Features Is Available For Rent In East Rampura,Rampura,Dhaka,Apartment,1250,3,3,22000,1001-1500
Visit This 750 Sq Ft Apartment Available For Rent In East Rampura,Rampura,Dhaka,Apartment,750,2,2,16000,501-1000
This 1100 Sq Ft Nice Apartment Is For Rent At South Khulshi,Khulshi,Chattogram,Apartment,1100,2,2,20000,1001-1500
Lovely Apartment Of 1665 Sq Ft Is Up For Rent In West Rampura Rhythm Practice Pad & Music Academy,Rampura,Dhaka,Apartment,1665,3,3,28000,1501-2000
1100 Sq Ft. Apartment Available For Rent At East Rampura,Rampura,Dhaka,Apartment,1100,3,2,16000,1001-1500
All Set For Rental Purpose This 1250 Sq Ft Flat In The Location Of West Agargaon,Agargaon,Dhaka,Apartment,1250,3,3,20000,1001-1500
A 1250 Sq Ft Flat Is Up For Rent In A Well Secured Location Of West Agargaon,Agargaon,Dhaka,Apartment,1250,3,3,20000,1001-1500
1200 Sq Ft Residential Apartment Is On Rent In West Agargaon Nearby Tawheed Labratory School,Agargaon,Dhaka,Apartment,1200,3,3,20000,1001-1500
Take The Chance Of Renting This 1500 Sq Ft Apartment In 16 No. Chawk Bazaar Ward,16 No. Chawk Bazaar Ward,Chattogram,Apartment,1500,3,3,32000,1001-1500
"In The Suitable Location Of West Agargaon, An Eye-catching Apartment Of 1200 Sq Ft Is Up For Rent",Agargaon,Dhaka,Apartment,1200,3,3,20000,1001-1500
"In The Suitable Location Of Double Mooring, An Eye-catching Flat Of 1200 Sq Ft Is Up For Rent",Double Mooring,Chattogram,Apartment,1200,3,3,18000,1001-1500
An apartment is up for rent at Bayazid nearby S. N Badsha Convention Hall,Bayazid,Chattogram,Apartment,850,2,2,10000,501-1000
"At Banasree-Block G, A 1450 Sq Ft Well Fitted Residential Property Is On Rent .",Banasree,Dhaka,Apartment,1450,3,3,25000,1001-1500
This Bright 3 Bedrooms Flat Located In Banasree-block G Is Ready To Welcome Its New Owner.,Banasree,Dhaka,Apartment,1450,3,3,25000,1001-1500
"This Flat Of 1000 Sq Ft Will Make You Experience A Modern Living In Double Mooring, South Agrabad",Double Mooring,Chattogram,Apartment,1000,2,2,12000,501-1000
"850 Square Feet Residential Apartment Is Up To Rent At Arakan Road, Sholokbahar",Sholokbahar,Chattogram,Apartment,850,2,2,13000,501-1000
Take A Quick Look At This 800 Sq Ft Flat For Rent In 33 No. Firingee Bazaar Ward,33 No. Firingee Bazaar Ward,Chattogram,Apartment,800,2,1,15000,501-1000
1200 Sq Ft Nice Apartment Is For Rent In Agargaon,Agargaon,Dhaka,Apartment,1200,3,3,22000,1001-1500
"Grab This Apartment Up For Rent At Arakan Housing Society, Sholokbahar .",Sholokbahar,Chattogram,Apartment,850,2,2,13500,501-1000
1450 Square feet well-constructed apartment is available in Jalalabad Housing Society for rental purpose,Jalalabad Housing Society,Chattogram,Apartment,1450,3,3,20000,1001-1500
Offering you 1450 SQ FT apartment to Rent in Jalalabad Housing Society,Jalalabad Housing Society,Chattogram,Apartment,1450,3,3,20000,1001-1500
Everything You Need In A Home Is All Right Here In This Arakan Housing Society Flat Which Is Up For Rent .,Sholokbahar,Chattogram,Apartment,1250,3,3,15000,1001-1500
"Looking for a nice flat to rent in Bayazid, check this one which is 500 SQ FT",Bayazid,Chattogram,Apartment,500,2,2,11000,0-500
"In this serene neighborhood of Chawk Bazaar Ward, a flat is up for rent which is 1900 SQ FT",16 No. Chawk Bazaar Ward,Chattogram,Apartment,1900,3,4,42000,1501-2000
Properly constructed 1100 SQ FT flat is available to Rent in 24 No. North Agrabad Ward,Double Mooring,Chattogram,Apartment,1100,3,3,14000,1001-1500
"A Reasonable Apartment Of 1000 Sq Ft Is Waiting To Be Rented In Gulbag Residential Area, Double Mooring.",Double Mooring,Chattogram,Apartment,1000,2,2,18000,501-1000
In The Location Of Rongipara A 760 Sq. Ft Apartment Is For Rent.,Double Mooring,Chattogram,Apartment,760,2,2,14000,501-1000
At Banani 2770 Square feet flat is available to Rent,Banani,Dhaka,Apartment,2770,4,5,140000,2501-3000
"Start A New Home, In This, 2000 Sq Ft Flat For Rent In Shegunbagicha, Near Sonali Bank Limited",Shegunbagicha,Dhaka,Apartment,2000,3,4,40000,1501-2000
Apartment For Rent In Dhanmondi Near Vuter Goli Jame Masjid,Dhanmondi,Dhaka,Apartment,1250,3,3,28000,1001-1500
A Nice And Comfortable Flat Is Up For Rent Uttara Nearby Hajrat Khadiza (rah. ) Jame Masjid,Uttara,Dhaka,Apartment,2700,4,4,70000,2501-3000
1300 SQ FT flat for Rent in Muradpur near Muradpur Jame Masjid,Muradpur,Chattogram,Apartment,1300,3,3,30000,1001-1500
"750 Square Feet Modest Apartment For Rent In Mohammadpur, Pc Culture Housing",Mohammadpur,Dhaka,Apartment,750,2,2,16000,501-1000
"New With A View – 1150 Sq Ft Flat For Rent In Dakkhin Paikpara , Mirpur",Mirpur,Dhaka,Apartment,1150,3,3,16000,1001-1500
"To Live A Secure Life You Can Take This 750 Sq Ft Flat For Rent At PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,750,2,2,15000,501-1000
Take Rent This Attractive And Cozy Flat Of 1450 Sq Ft In A Safe Area Of West Khulshi R/a,9 No. North Pahartali Ward,Chattogram,Apartment,1450,3,3,16000,1001-1500
Grab This 2200 Sq Ft Apartment For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2200,3,3,45000,2001-2500
"1911 Sq Ft Lovely Apartment For Rent In Shiddheswari, New Baily Road",Shiddheswari,Dhaka,Apartment,1911,3,4,60000,1501-2000
A 720 Sq Ft Flat Is Up For Rent In A Well Secured Location Of Shyamoli,Shyamoli,Dhaka,Apartment,720,2,2,16000,501-1000
"A Finely Built 750 Sq Ft Flat For A Small Family Is Here Up For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,750,2,2,16000,501-1000
"Visit This 500 Sq Ft Flat For A Small Family Is Here Available For Rent In PC Culture Housing, Mohammadpur",Mohammadpur,Dhaka,Apartment,500,1,1,10000,0-500
"Start Residing In This 1000 Sq Ft, Properly Developed Flat For Rent In Bepari Goli, Maghbazar",Maghbazar,Dhaka,Apartment,1000,2,2,22000,501-1000
1400 Square Feet Suitable Apartment Is For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1400,3,3,30000,1001-1500
1500 Square Feet Nice Apartment Is For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1500,3,3,30000,1001-1500
Grab This 1750 Sq Ft Apartment Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1750,3,3,34000,1501-2000
"3000 Sq Ft Flat For Rent In Road No 2, Banani",Banani,Dhaka,Apartment,3000,4,5,150000,2501-3000
Khilgaon Is Offering A 1225 Sq Ft Flat For Rent To Pick It For Your Next Home.,Khilgaon,Dhaka,Apartment,1225,3,4,24000,1001-1500
"Look At This Nice 1550 Sq Ft Flat Is Up For Rent At Block D, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1550,3,3,25000,1501-2000
"Lovely Apartment Of 1550 Sq Ft Is Up For Rent In Block D, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1550,3,3,25000,1501-2000
View This 1200 Sq Ft Apartment For Rent In Boro Maghbazar,Maghbazar,Dhaka,Apartment,1200,3,3,30000,1001-1500
A Budget Friendly Lovely Residence Is Now Up For Rent In Shyamoli Which Is 1200 Sq Ft,Shyamoli,Dhaka,Apartment,1200,3,3,23000,1001-1500
Have A Look At This 1200 Sq Ft Property Which Is Up For Rent Located At Shyamoli,Shyamoli,Dhaka,Apartment,1200,3,3,24000,1001-1500
Plan To Move In This 1800 Sq Ft Flat Which Is For Rent In Banani,Banani,Dhaka,Apartment,1800,3,3,85000,1501-2000
A Well-constructed 1200 Sq Ft Flat For Rent In Jamal Khan,Jamal Khan,Chattogram,Apartment,1200,3,2,26000,1001-1500
"Well Built And Lovely Flat Of 1300 Sq Ft Is Unoccupied For Rent At Block K, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1300,3,3,25000,1001-1500
